AppTime,HMDPos_x,HMDPos_y,HMDPos_z,HMDRot_x,HMDRot_y,HMDRot_z,HMDRot_w,EyeBlink_left,EyeBlink_right,EyePos_org_x,EyePos_org_y,EyePos_org_z,EyePos_dir_x,EyePos_dir_y,EyePos_dir_z,Eye_time_stamp,LeftPos_x,LeftPos_y,LeftPos_z,LeftVelocity,LeftRot_x,LeftRot_y,LeftRot_z,LeftRot_w,RightPos_x,RightPos_y,RightPos_z,RightVelocity,RightRot_x,RightRot_y,RightRot_z,RightRot_w
19.86178,-0.05718404,1.440116,-0.002697233,0.1697101,-0.1225084,0.00956266,0.00956266,False,False,-3.453259,1.142945,2.024532,0.2622389,-0.5506731,-0.7924451,19.85575,-0.1152198,0.8912175,0.1627463,0.01595286,0.4355068,-0.08308694,0.1759317,0.1759317,0.07716197,0.8997813,0.1681124,0.03180622,0.3414857,0.1348697,-0.06994309,-0.06994309,
19.90626,-0.05614924,1.439694,-0.002942166,0.1725625,-0.1212966,0.01184251,0.01184251,False,False,-3.451436,1.141672,2.024738,0.2124627,-0.528035,-0.8222013,19.89963,-0.1148781,0.8913942,0.1629099,0.01005477,0.4336443,-0.084634,0.1769713,0.1769713,0.07725006,0.9000342,0.1688635,0.01798273,0.3407243,0.1325788,-0.06762177,-0.06762177,
19.96222,-0.05422775,1.439333,-0.003082808,0.1760831,-0.1164038,0.01299251,0.01299251,False,False,-3.456506,1.140956,2.022983,-0.06683623,-0.5300269,-0.8453241,19.94348,-0.1139817,0.890822,0.1627244,0.02281074,0.4351824,-0.08595111,0.1775927,0.1775927,0.07722449,0.899646,0.1691422,0.008540336,0.3418302,0.1306046,-0.06613046,-0.06613046,
20.00746,-0.05184691,1.439715,-0.002151407,0.1769037,-0.1088403,0.012253,0.012253,False,False,-3.453528,1.140596,2.024163,-0.0668983,-0.4830034,-0.8730421,20.00054,-0.1122324,0.8905333,0.1628947,0.03860951,0.4354161,-0.08488119,0.1769264,0.1769264,0.07766891,0.8992524,0.1694262,0.01158713,0.3431635,0.1283626,-0.06498121,-0.06498121,
20.04906,-0.04879859,1.439948,-0.0004697065,0.1762218,-0.09856577,0.01092975,0.01092975,False,False,-3.454401,1.140527,2.023753,-0.05491001,-0.4839459,-0.8733641,20.04282,-0.1101084,0.8903908,0.163469,0.04901666,0.4352753,-0.08188835,0.1747617,0.1747617,0.07854277,0.8988994,0.1692315,0.02150003,0.3439532,0.1286362,-0.06427532,-0.06427532,
20.08274,-0.04515198,1.439581,0.001167489,0.1782699,-0.08707309,0.008459307,0.008459307,False,False,-3.455464,1.140461,2.023197,-0.04520835,-0.5154991,-0.855681,20.07657,-0.10864,0.8902675,0.1633493,0.0498394,0.4354427,-0.07931922,0.172689,0.172689,0.08012491,0.8986149,0.1688231,0.03452223,0.3434728,0.1303734,-0.06411377,-0.06411377,
20.12981,-0.0415782,1.438244,0.002488071,0.1838067,-0.07533705,0.006424,0.006424,False,False,-3.458588,1.140016,2.0218,-0.05742441,-0.4995069,-0.8643911,20.12365,-0.1070954,0.8896323,0.163565,0.04780768,0.4367781,-0.07676107,0.1699994,0.1699994,0.08228803,0.8985499,0.1681304,0.04744768,0.3431388,0.1338128,-0.06476184,-0.06476184,
20.17156,-0.03833069,1.436026,0.003647569,0.192727,-0.06558952,0.004030743,0.004030743,False,False,-3.476504,1.138284,2.016825,0.09260445,-0.6286573,-0.7721287,20.16554,-0.1057763,0.8888534,0.1637087,0.04312124,0.4388634,-0.0757018,0.1688851,0.1688851,0.08474588,0.8976144,0.1676188,0.05544949,0.3435777,0.1372652,-0.06737418,-0.06737418,
20.21874,-0.03557437,1.433035,0.004594395,0.2042204,-0.05973717,0.001528656,0.001528656,False,False,-3.486938,1.135744,2.014359,0.1210513,-0.8004083,-0.5870779,20.21239,-0.104652,0.8884025,0.1638606,0.04156003,0.4396847,-0.0745186,0.1670518,0.1670518,0.08713895,0.8973846,0.1669812,0.05831996,0.3439697,0.140446,-0.07115736,-0.07115736,
20.26236,-0.03363785,1.429523,0.005508514,0.2171454,-0.0572096,-0.002191334,-0.002191334,False,False,-3.466086,1.134022,2.018679,0.1438129,-0.7990658,-0.583762,20.25575,-0.1025102,0.8886082,0.1648194,0.05242358,0.4394781,-0.07214396,0.1646199,0.1646199,0.09015489,0.8973443,0.1659983,0.07005911,0.3437895,0.1446705,-0.07414151,-0.07414151,
