AppTime,Actor,Event_Category,Event_Type,Object,Attributes
99.10323,SYSTEM,SCREEN,SCREEN_CHANGE,ChangeScreen4toScreen1After1s(),screen4:Screen4(dc) to Screen1(home)
99.10801,SYSTEM,SYSTEM_MESSAGE,SCREEN_UPDATE,result_message,trying to pay
99.10878,SYSTEM,SYSTEM_MESSAGE,SCREEN_UPDATE,result_message,trying to pay
100.1085,USER,EYE-TRACKING,DECISION_MAKING,감자칩,0.3327
100.8503,USER,EYE-TRACKING,DETECTED_ITEM,Smartphone,0.5889
102.0662,USER,ACTION,PAY,card,discount_yn:Y
102.0668,USER,ACTION,LIMITS_EXCEEDED,59000,discount_yn:Y
102.0674,SYSTEM,SYSTEM_MESSAGE,RESULT_MSG,59000,discount_yn:Y
102.2053,USER,EYE-TRACKING,DETECTED_ITEM,Smartphone,1.1225
102.7917,USER,EYE-TRACKING,DETECTED_ITEM,Smartphone,0.3002
103.8916,USER,EYE-TRACKING,DETECTED_ITEM,result_message,0.9345
105.1374,USER,EYE-TRACKING,DECISION_MAKING,감자칩,2.2238
105.672,USER,EYE-TRACKING,DECISION_MAKING,감자칩,0.4726
106.4889,USER,EYE-TRACKING,DECISION_MAKING,주스,0.6553
106.7151,USER,EYE-TRACKING,DECISION_MAKING,,17.3814
106.8488,USER,EYE-TRACKING,DETECTED_ITEM,Total_price,2.4726
110.1256,USER,EYE-TRACKING,DETECTED_ITEM,Total_price,0.4252
111.9742,USER,ACTION,BTN_TOUCH,btn_uncheck,Screen1(Home_screen):btn_uncheck()
111.9782,SYSTEM,SCREEN,SCREEN_CHANGE,ChangeScreen1toScreen2After1s(),screen1:Screen1(home) to Screen2(cancel)
112.7018,USER,EYE-TRACKING,DETECTED_ITEM,btn_home,0.5657
113.1882,USER,EYE-TRACKING,DETECTED_ITEM,instruction,0.4488
114.5285,USER,ACTION,ITEM_REMOVE,Chip,Chip1
114.5292,SYSTEM,SYSTEM_MESSAGE,ITEM_REMOVE,screen2_result_message,감자칩 ( 50000 원 ) (이)가 취소되었습니다.
117.2532,USER,EYE-TRACKING,DETECTED_ITEM,result_message,4.5327
117.5461,SYSTEM,SCREEN,SCREEN_CHANGE,ChangeScreen2toScreen1After3s,Screen2(cancel) to Screen1(home)
117.5521,SYSTEM,SCREEN,SCREEN_UPDATE,UPDATE,Screen information Updated
117.5533,USER,EYE-TRACKING,DETECTED_ITEM,btn_uncheck,0.725
118.9161,USER,ACTION,BTN_TOUCH,btn_pay,Screen1(Home_screen):btn_pay()
118.9175,SYSTEM,SYSTEM_MESSAGE,RESULT_MSG,result_message,trying to pay
119.1523,USER,EYE-TRACKING,DECISION_MAKING,,18.9115
119.1741,USER,EYE-TRACKING,DECISION_MAKING,,29.8583
120.9195,USER,EYE-TRACKING,DECISION_MAKING,주스,0.4037
121.6356,USER,EYE-TRACKING,DECISION_MAKING,,1.6204
122.2875,USER,EYE-TRACKING,DECISION_MAKING,사과,0.4893
122.5303,USER,EYE-TRACKING,DECISION_MAKING,,1.366
122.8962,USER,EYE-TRACKING,DETECTED_ITEM,ResultMsg,0.3441
123.1292,USER,EYE-TRACKING,DETECTED_ITEM,btn_previous,1.3539
124.961,USER,EYE-TRACKING,DETECTED_ITEM,Total_price,5.8288
125.2257,USER,EYE-TRACKING,DECISION_MAKING,,2.3074
125.4671,USER,EYE-TRACKING,DETECTED_ITEM,btn_previous,1.3761
126.2821,USER,EYE-TRACKING,DECISION_MAKING,사과,0.3333
126.8031,USER,EYE-TRACKING,DECISION_MAKING,주스,0.4992
127.9039,USER,EYE-TRACKING,DECISION_MAKING,,0.4234
128.192,USER,ACTION,BTN_TOUCH,btn_previous,screen5
128.1928,SYSTEM,SCREEN,SCREEN_CHANGE,screen change,screen5:screen5(pay) to screen1(home)
128.2798,USER,EYE-TRACKING,DETECTED_ITEM,total_DC,43.7586
129.3273,USER,EYE-TRACKING,DETECTED_ITEM,Total_price,0.5288
130.0021,USER,EYE-TRACKING,DETECTED_ITEM,result_message,23.4297
131.7749,USER,ACTION,BTN_TOUCH,btn_pay,Screen1(Home_screen):btn_pay()
131.7759,SYSTEM,SYSTEM_MESSAGE,RESULT_MSG,result_message,trying to pay
132.0114,USER,EYE-TRACKING,DETECTED_ITEM,Total_price,0.3032
132.2129,USER,EYE-TRACKING,DECISION_MAKING,,7.8078
132.4348,USER,EYE-TRACKING,DECISION_MAKING,주스,2.179
133.0388,USER,EYE-TRACKING,DECISION_MAKING,,8.062
134.893,USER,EYE-TRACKING,DECISION_MAKING,사과,0.4887
137.3544,USER,EYE-TRACKING,DETECTED_ITEM,Smartphone,1.0112
137.5934,USER,ACTION,PAY,card,discount_yn:Y
137.5943,USER,ACTION,END,9000,discount_yn:Y
137.5947,SYSTEM,SYSTEM_MESSAGE,RESULT_MSG,9000,discount_yn:Y
137.8996,USER,EYE-TRACKING,DECISION_MAKING,주스,0.4495
139.5875,SYSTEM,SCREEN,SCREEN_CHANGE,card:CallEndingScneneAfter5f,(SUCC) End of Game!
140.7416,USER,EYE-TRACKING,DETECTED_ITEM,ResultMsg,0.8318
144.7834,SYSTEM,SCENE,START,START(),scene_name:EndEvent.cs
