AppTime,Actor,Event_Category,Event_Type,Object,Attributes
17.98559,SYSTEM,SCENE,START,Start(),AdminEvent.cs
18.04995,SYSTEM,SCENE,START,Start(),scene_name:IntroEvent.cs
19.03157,ADMIN,ACTION,CLICK,introEvent:btn_trial,-
19.09729,SYSTEM,SCENE,START,Start(),InstructionEvent.cs
64.89632,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:1
77.39242,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:2
89.5865,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:3
125.369,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:4
142.0292,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:5
147.6849,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:6
163.432,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:7
176.1809,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:8
180.6656,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:9
180.6664,ADMIN,SCENE,CLICK,instructionEvent:btn_next,LAST_PAGE:4_MartScene
215.7142,ADMIN,ACTION,CLICK,introEvent:btn_start,CONTENS_START!!
221.8182,USER,EYE-TRACKING,DETECTED_ITEM,Chip1,0.3772
AppTime,Actor,Event_Category,Event_Type,Object,Attributes
5.989925,SYSTEM,SCENE,START,Start(),AdminEvent.cs
6.05573,SYSTEM,SCENE,START,Start(),scene_name:IntroEvent.cs
6.665479,ADMIN,ACTION,CLICK,introEvent:btn_trial,-
6.728063,SYSTEM,SCENE,START,Start(),InstructionEvent.cs
7.470559,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:1
7.612965,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:2
7.75462,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:3
7.888959,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:4
8.01229,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:5
8.177597,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:6
8.299259,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:7
8.455927,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:8
8.59872,ADMIN,ACTION,CLICK,instructionEvent:btn_next,page:9
8.599323,ADMIN,SCENE,CLICK,instructionEvent:btn_next,LAST_PAGE:4_MartScene
9.758552,ADMIN,ACTION,CLICK,introEvent:StartTestMode,TEST_SCART!!
15.67288,USER,EYE-TRACKING,DETECTED_ITEM,Juice1,1.5855
20.2138,USER,EYE-TRACKING,DETECTED_ITEM,Juice1,4.104
