AppTime,HMDPos_x,HMDPos_y,HMDPos_z,HMDRot_x,HMDRot_y,HMDRot_z,HMDRot_w,EyeBlink_left,EyeBlink_right,EyePos_org_x,EyePos_org_y,EyePos_org_z,EyePos_dir_x,EyePos_dir_y,EyePos_dir_z,Eye_time_stamp,LeftPos_x,LeftPos_y,LeftPos_z,LeftVelocity,LeftRot_x,LeftRot_y,LeftRot_z,LeftRot_w,RightPos_x,RightPos_y,RightPos_z,RightVelocity,RightRot_x,RightRot_y,RightRot_z,RightRot_w
200.3396,0.01799196,1.510583,-0.0605215,-0.04718601,0.1067106,-0.03861038,-0.03861038,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.3606,0.01803059,1.510541,-0.06173062,-0.04651611,0.1090666,-0.0386747,-0.0386747,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.3843,0.018097,1.510679,-0.06426379,-0.04645653,0.1125216,-0.03690112,-0.03690112,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.4077,0.01803779,1.510764,-0.06574212,-0.04713575,0.1137309,-0.03279311,-0.03279311,True,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.4323,0.01773901,1.510913,-0.06769548,-0.04784444,0.1148955,-0.02863483,-0.02863483,True,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.4532,0.01781189,1.511076,-0.06935392,-0.04723468,0.1165549,-0.02810729,-0.02810729,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.4753,0.01794578,1.510963,-0.07066533,-0.04752055,0.1193717,-0.02674055,-0.02674055,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.496,0.01812504,1.510822,-0.07206149,-0.04754729,0.1225023,-0.0244018,-0.0244018,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.518,0.01884137,1.510448,-0.0746382,-0.0460811,0.127517,-0.02158204,-0.02158204,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.5392,0.01906581,1.510271,-0.07574007,-0.04522811,0.127477,-0.02003866,-0.02003866,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.5607,0.0191226,1.510164,-0.07633123,-0.04448875,0.128791,-0.01844856,-0.01844856,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.5829,0.01938715,1.510173,-0.07688957,-0.04424289,0.1316099,-0.014729,-0.014729,True,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.6047,0.01965551,1.510102,-0.07747813,-0.0431987,0.1337332,-0.006557031,-0.006557031,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.6259,0.02036729,1.509911,-0.07811289,-0.04220885,0.1356586,0.0004266257,0.0004266257,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.6501,0.02084674,1.509933,-0.07924213,-0.04145029,0.1403414,0.001533423,0.001533423,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.6729,0.02186702,1.509887,-0.08000802,-0.04221662,0.1483807,-0.002546712,-0.002546712,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.6927,0.02349001,1.509678,-0.08025236,-0.04431025,0.156624,-0.004287465,-0.004287465,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.7156,0.0251637,1.509701,-0.08089549,-0.04432593,0.1634844,-0.0009767561,-0.0009767561,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.7376,0.02724507,1.509942,-0.08172293,-0.04376172,0.1682336,0.001356495,0.001356495,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.7594,0.02910702,1.510261,-0.08212741,-0.04293243,0.1724566,0.003823632,0.003823632,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.7814,0.03084298,1.510164,-0.08210346,-0.04246467,0.1761607,0.007372899,0.007372899,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.8074,0.03251518,1.510061,-0.08164237,-0.0385842,0.1798779,0.009978519,0.009978519,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.8293,0.0337258,1.509828,-0.08181609,-0.03477753,0.1833126,0.01072032,0.01072032,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.8492,0.03503057,1.509566,-0.08144395,-0.02977662,0.186579,0.00960383,0.00960383,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.8703,0.0359337,1.508982,-0.08059561,-0.026,0.1897194,0.006363044,0.006363044,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.8923,0.03678648,1.508016,-0.08002309,-0.02412943,0.1918983,0.001027731,0.001027731,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.9151,0.03749156,1.506729,-0.07824261,-0.02214513,0.1948963,-0.002641437,-0.002641437,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200.9389,0.03881809,1.50526,-0.07736706,-0.01580984,0.1913902,-0.003043284,-0.003043284,False,True,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
