AppTime,HMDPos_x,HMDPos_y,HMDPos_z,HMDRot_x,HMDRot_y,HMDRot_z,HMDRot_w,EyeBlink_left,EyeBlink_right,EyePos_org_x,EyePos_org_y,EyePos_org_z,EyePos_dir_x,EyePos_dir_y,EyePos_dir_z,Eye_time_stamp,LeftPos_x,LeftPos_y,LeftPos_z,LeftVelocity,LeftRot_x,LeftRot_y,LeftRot_z,LeftRot_w,RightPos_x,RightPos_y,RightPos_z,RightVelocity,RightRot_x,RightRot_y,RightRot_z,RightRot_w
72.82802,0.09163888,1.482879,-0.1281275,-0.02691373,-0.01917583,0.02585172,0.02585172,TRUE,FALSE,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.94405,0.09156223,1.482897,-0.1282488,-0.02703165,-0.01934505,0.02588214,0.02588214,FALSE,FALSE,-3.553729,1.180818,2.157671,-0.04619465,0.1413799,-0.9888753,72.9385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.00022,0.08666007,1.485552,-0.1387439,-0.03904786,-0.02247725,0.03314389,0.03314389,FALSE,FALSE,-3.614612,1.187397,2.150923,-0.09113928,0.1539249,-0.9838582,72.9776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.03986,0.08656357,1.485487,-0.138636,-0.03878899,-0.02268228,0.03346379,0.03346379,FALSE,FALSE,-3.562006,1.181731,2.15586,-0.0630903,0.1422467,-0.9878173,73.03204,0.002830565,0.9573387,0.05281997,0.004595477,0.0381313,-0.01420638,0.2103106,0.2103106,0.1864758,0.9173186,0.05265653,0.007945886,0.1337188,0.04728078,0.1212577,0.1212577
73.07092,0.08681519,1.485592,-0.1385659,-0.03902181,-0.02268567,0.03320156,0.03320156,FALSE,FALSE,-3.615244,1.187618,2.151715,-0.06729777,0.173526,-0.9825127,73.06387,0.002555609,0.9574373,0.05262983,0.003619792,0.0377815,-0.0140736,0.2103199,0.2103199,0.1864114,0.9172086,0.05237675,0.004950206,0.1337155,0.04810825,0.1216054,0.1216054
73.10913,0.08692434,1.485527,-0.1385753,-0.03909056,-0.02242703,0.03289646,0.03289646,FALSE,FALSE,-3.555544,1.181055,2.157115,0.1880441,0.1317132,-0.9732786,73.10144,0.00229907,0.9573469,0.05255044,0.001996412,0.03813637,-0.01400993,0.2102176,0.2102176,0.186451,0.9171878,0.05241203,0.002984983,0.1337663,0.04840207,0.1215137,0.1215137
73.14452,0.08695629,1.485688,-0.1387361,-0.03929898,-0.0220021,0.03248913,0.03248913,FALSE,FALSE,-3.55506,1.181121,2.157284,0.1723257,0.1051304,-0.9794106,73.13789,0.001933336,0.9571803,0.0521301,0.005133244,0.03851159,-0.01382793,0.2101796,0.2101796,0.1863765,0.9172055,0.05236554,0.001215784,0.1335506,0.048423,0.1213303,0.1213303
73.17426,0.08723082,1.485687,-0.138798,-0.03926448,-0.02160163,0.03250779,0.03250779,FALSE,FALSE,-3.567113,1.182406,2.156073,0.1730187,0.1097816,-0.978771,73.16815,0.002274036,0.957188,0.05235898,0.003454947,0.03862132,-0.0138613,0.2099542,0.2099542,0.1863142,0.9171301,0.05244386,0.002608798,0.1334777,0.0479138,0.1208697,0.1208697
73.20438,0.0873064,1.485669,-0.1388068,-0.03913514,-0.02162098,0.03242815,0.03242815,FALSE,FALSE,-3.610499,1.18671,2.150978,0.1372839,0.1913276,-0.9718727,73.19809,0.002432764,0.9572721,0.05251729,0.00264761,0.03851487,-0.01386721,0.2097801,0.2097801,0.1860622,0.9173253,0.05247021,0.004673316,0.1332875,0.04780639,0.1208294,0.1208294
73.23628,0.08738476,1.485517,-0.1389267,-0.0389247,-0.02181396,0.0320691,0.0320691,FALSE,FALSE,-3.555575,1.180687,2.157406,0.1745242,0.07293514,-0.9819368,73.22961,0.00239706,0.9573699,0.05270588,0.005925889,0.03816742,-0.01394757,0.209517,0.209517,0.1860501,0.9171091,0.05265701,0.004636137,0.133324,0.04779563,0.1208216,0.1208216
73.26626,0.0874037,1.485452,-0.1390138,-0.03871505,-0.02234976,0.03196215,0.03196215,FALSE,FALSE,-3.556017,1.179192,2.15709,0.133646,-0.22268,-0.9656846,73.25963,0.002665997,0.9574633,0.05288506,0.005027111,0.03783766,-0.01373549,0.2092419,0.2092419,0.1856225,0.9171463,0.05231631,0.005898669,0.1331103,0.04779111,0.1207122,0.1207122
73.30393,0.08751364,1.485263,-0.1388946,-0.03778054,-0.02353021,0.03165106,0.03165106,FALSE,FALSE,-3.556151,1.178964,2.157195,0.1160034,-0.2755174,-0.9542578,73.29752,0.002795696,0.9575047,0.05309892,0.003193807,0.03771755,-0.0136118,0.2091447,0.2091447,0.1854005,0.9172235,0.05235636,0.005754076,0.1333468,0.04728992,0.1204612,0.1204612
73.33672,0.0874652,1.485143,-0.138574,-0.03656827,-0.02403866,0.03156874,0.03156874,FALSE,FALSE,-3.61621,1.185171,2.150172,0.06686314,-0.2238789,-0.9723025,73.33093,0.002583325,0.957543,0.05304813,0.002138794,0.03767803,-0.01393955,0.2088368,0.2088368,0.1854364,0.9171966,0.05269873,0.005189307,0.1333198,0.04710712,0.1204642,0.1204642
73.36877,0.08744867,1.484855,-0.1383868,-0.03531921,-0.02447693,0.0315645,0.0315645,FALSE,FALSE,-3.574432,1.180651,2.15492,0.1183514,-0.2633135,-0.9574203,73.3623,0.003237486,0.9575319,0.05357099,0.001330494,0.03779747,-0.01420166,0.2088201,0.2088201,0.1853928,0.9169263,0.05280375,0.005618997,0.1333835,0.04677428,0.1203661,0.1203661
73.4038,0.08742112,1.484655,-0.138207,-0.0340299,-0.02463738,0.03157431,0.03157431,FALSE,FALSE,-3.578487,1.180911,2.154355,0.13,-0.2769175,-0.9520541,73.39719,0.003046155,0.9576499,0.05359685,0.003072201,0.03755602,-0.0147952,0.2086931,0.2086931,0.1848487,0.9172318,0.05257773,0.00765561,0.1330737,0.04636278,0.1204542,0.1204542
73.43967,0.0874691,1.484557,-0.1379423,-0.03333498,-0.02494123,0.03194623,0.03194623,FALSE,FALSE,-3.580967,1.180982,2.153898,0.108009,-0.2650895,-0.9581379,73.43288,0.002929568,0.9575986,0.05357671,0.002692311,0.03755146,-0.01522163,0.2088371,0.2088371,0.1849127,0.9171348,0.05243957,0.003479636,0.13317,0.04613951,0.1202381,0.1202381
73.47198,0.08752089,1.484519,-0.1373486,-0.03314572,-0.0253223,0.03221701,0.03221701,FALSE,FALSE,-3.580383,1.180785,2.153699,0.1248957,-0.2331799,-0.9643656,73.46535,0.002122104,0.9575043,0.05299354,0.00304271,0.03759845,-0.01562118,0.2089926,0.2089926,0.1848379,0.9170122,0.05249214,0.003247992,0.133352,0.04609427,0.1201344,0.1201344
73.51138,0.08724403,1.484446,-0.1371014,-0.03201775,-0.0255507,0.03114187,0.03114187,FALSE,FALSE,-3.582888,1.180941,2.153025,0.1099147,-0.2668527,-0.9574425,73.50439,0.002456009,0.9573672,0.05319214,0.003223238,0.03800506,-0.01598469,0.2088775,0.2088775,0.1849387,0.9166393,0.05244982,0.00773197,0.1342571,0.0458268,0.119706,0.119706
73.54143,0.0870796,1.484085,-0.1367364,-0.02974646,-0.02608996,0.0319699,0.0319699,FALSE,FALSE,-3.582824,1.180748,2.152807,0.1157359,-0.262022,-0.9580826,73.53446,0.002237201,0.9571762,0.05287325,0.005140722,0.03835165,-0.0159735,0.2092565,0.2092565,0.1847906,0.9164702,0.05226433,0.005973111,0.1347702,0.04565136,0.1197041,0.1197041
73.57233,0.08650808,1.483356,-0.1363219,-0.02600179,-0.02803029,0.03369787,0.03369787,FALSE,FALSE,-3.580608,1.180171,2.152743,0.1058774,-0.2420252,-0.96447,73.56609,0.002161145,0.9568657,0.05287468,0.00685483,0.03884522,-0.01633007,0.208973,0.208973,0.184697,0.9163395,0.05220759,0.004669973,0.1349152,0.04486744,0.1197905,0.1197905
73.60661,0.08576939,1.482505,-0.1358052,-0.02068597,-0.03120401,0.03563764,0.03563764,FALSE,FALSE,-3.581753,1.179814,2.152358,0.09918956,-0.2576459,-0.9611295,73.60038,0.002534628,0.9569097,0.05302835,0.00430982,0.03889812,-0.01660605,0.2087408,0.2087408,0.1845085,0.9165295,0.05203438,0.004373268,0.13438,0.04411081,0.1198006,0.1198006
73.63718,0.08485629,1.481445,-0.1349578,-0.01392629,-0.03512231,0.03795043,0.03795043,FALSE,FALSE,-3.592039,1.1803,2.150525,0.1250346,-0.2497813,-0.9601812,73.63109,0.002997994,0.9572157,0.05320692,0.008970374,0.03875401,-0.01657147,0.2085914,0.2085914,0.18421,0.9165195,0.0520395,0.005510231,0.1344606,0.04342856,0.1198989,0.1198989
