AppTime;HMDPos_x,HMDPos_y,HMDPos_z;MDRot_x,HMDRot_y,HMDRot_z,HMDRot_w;EyePos_x,EyePos_y,EyePos_z;LeftPos_x,LeftPos_y,LeftPos_z;LeftRot_x,LeftRot_y,LeftRot_z,LeftRot_w;RightPos_x,RightPos_y,RightPos_z;RightRot_x,RightRot_y,RightRot_z,RightRot_w;
52.68776;0.5582589,1.467328,0.05491607;-0.04130369,0.6975871,-0.02662145,0.7148129;-3.707447,1.170314,2.076604;0.5550975,0.6461179,0.2449537;-0.03771129,0.772076,-0.549264,0.3174675;0.5783323,0.6330005,-0.09367026;0.530192,0.3573285,0.02808185,0.7683907;
52.69878;0.5581995,1.46714,0.05479939;-0.04080506,0.6979858,-0.02707754,0.7144352;-3.707529,1.170694,2.072803;0.5540307,0.64578,0.2446043;-0.03733821,0.7726533,-0.5493901,0.3158849;0.5778357,0.6327858,-0.09357455;0.5301905,0.3572685,0.02787145,0.7684273;
52.70969;0.5581924,1.466931,0.05474523;-0.04032077,0.6984521,-0.02769213,0.7139832;-3.707732,1.172304,2.060111;0.5531449,0.6456923,0.2444275;-0.03677634,0.7729817,-0.5493284,0.315254;0.5776628,0.6327232,-0.09350418;0.5300768,0.357497,0.02769083,0.768406;
52.72078;0.5580823,1.466715,0.05459645;-0.03971852,0.6987799,-0.02832856,0.7136712;-3.70775,1.172581,2.057082;0.5521631,0.6454618,0.2443847;-0.03604198,0.773167,-0.5495606,0.3144789;0.5773951,0.6321768,-0.09289506;0.5294024,0.3584001,0.02817615,0.7684326;
52.73175;0.558027,1.466562,0.05446895;-0.03915427,0.6991372,-0.02902107,0.7133247;-3.707698,1.172259,2.058359;0.551648,0.6453089,0.2441869;-0.03499416,0.7726032,-0.5499507,0.3153001;0.576848,0.6321533,-0.09245539;0.5290707,0.3586575,0.02829411,0.7685366;
52.74368;0.5578505,1.466315,0.05433093;-0.03883751,0.6994892,-0.02953209,0.7129757;-3.707506,1.171935,2.060099;0.5514492,0.6452403,0.2437329;-0.03397156,0.7722445,-0.5503789,0.3155432;0.5767609,0.6321595,-0.0922325;0.5285279,0.3591322,0.02925034,0.7686525;
52.75553;0.5578246,1.466186,0.05416664;-0.03865443,0.6996267,-0.02991131,0.712835;-3.70738,1.171234,2.064557;0.5510126,0.6451408,0.24356;-0.03310028,0.7717241,-0.5507923,0.3161869;0.5763134,0.6320775,-0.09185866;0.5282727,0.3591488,0.0295965,0.768807;
52.7667;0.5576618,1.46613,0.05411439;-0.03853859,0.6998538,-0.0302518,0.7126039;-3.707242,1.170066,2.071959;0.5502068,0.644792,0.2437287;-0.03224107,0.7712048,-0.5510678,0.3170614;0.5758871,0.6322552,-0.0918622;0.527844,0.3593558,0.03024638,0.7689794;
52.77865;0.5575137,1.466097,0.05406387;-0.03865907,0.6999499,-0.03043583,0.7124951;-3.707292,1.169617,2.073698;0.5493945,0.6447878,0.2435975;-0.03189425,0.7708637,-0.5510591,0.3179399;0.5754125,0.6322674,-0.09136221;0.5272894,0.3598298,0.02997133,0.7691491;
52.79052;0.5573967,1.466065,0.0540934;-0.03871331,0.6999745,-0.03045397,0.7124673;-3.707317,1.169956,2.070217;0.5491689,0.6448315,0.2434731;-0.03157018,0.7706125,-0.5508401,0.3189589;0.5750366,0.63218,-0.09107962;0.5267928,0.3605207,0.02965415,0.7691781;
52.80138;0.557193,1.466081,0.05409255;-0.03866562,0.70002,-0.03060903,0.7124186;-3.706998,1.169026,2.076299;0.548429,0.6445145,0.2436341;-0.03140804,0.7706968,-0.5503021,0.3196993;0.5750713,0.6322998,-0.09091716;0.5262902,0.3614509,0.02948663,0.769092;
52.81141;0.5569659,1.466081,0.05409898;-0.03872759,0.7000002,-0.03074146,0.7124289;-3.706781,1.168385,2.080437;0.5483012,0.6445339,0.243379;-0.03124465,0.7707468,-0.5495545,0.3208784;0.5750289,0.6324419,-0.09074949;0.5259663,0.3626358,0.02884718,0.7687799;
52.82147;0.5567783,1.466064,0.05406218;-0.03870329,0.6999028,-0.03089144,0.7125194;-3.706662,1.168204,2.081213;0.5490762,0.6452303,0.2422249;-0.03103411,0.7704736,-0.549256,0.322064;0.5750773,0.6325505,-0.09068003;0.5256877,0.3634255,0.02893445,0.7685943;
52.83126;0.5565516,1.466069,0.05410779;-0.0387736,0.6998165,-0.03081383,0.7126037;-3.706588,1.168401,2.079572;0.5486732,0.645255,0.2420824;-0.03175421,0.7706769,-0.5483982,0.322968;0.5747353,0.632743,-0.09091347;0.525431,0.3645633,0.02914055,0.7682231;
52.84124;0.5562392,1.466114,0.0541926;-0.03879208,0.6996893,-0.03068477,0.7127331;-3.706349,1.167993,2.082271;0.5487332,0.6453679,0.2418074;-0.0323335,0.7708302,-0.5478325,0.3235044;0.5747055,0.6328573,-0.09100892;0.5253558,0.3649706,0.02983864,0.7680542;
52.85123;0.5560918,1.466092,0.05431601;-0.0387674,0.69945,-0.03051447,0.7129766;-3.706181,1.167728,2.083786;0.5483711,0.6451966,0.241892;-0.03299376,0.7710136,-0.5474538,0.3236417;0.5744257,0.6325887,-0.09082898;0.5253004,0.3655762,0.03069318,0.7677705;
52.86229;0.5558406,1.466119,0.05443303;-0.03877631,0.6992127,-0.03025949,0.7132197;-3.706079,1.167925,2.082149;0.5484382,0.6452479,0.2416638;-0.03413535,0.7713089,-0.5474709,0.3227896;0.5740823,0.6325884,-0.09075461;0.5254661,0.3657509,0.03145865,0.7675428;
52.87338;0.5556339,1.466227,0.05451062;-0.03888843,0.6990485,-0.03001721,0.7133847;-3.705929,1.168263,2.079822;0.548489,0.6451443,0.2415055;-0.03556629,0.7717176,-0.5475724,0.3214832;0.5750568,0.632476,-0.09071818;0.5256419,0.3655271,0.03198499,0.7675074;
52.88424;0.5554223,1.466292,0.05463848;-0.03897569,0.6986373,-0.02968163,0.7137967;-3.705776,1.16819,2.080007;0.5486112,0.6451266,0.2411332;-0.03710791,0.7721089,-0.5477823,0.3200083;0.5749774,0.6322359,-0.09095263;0.5259047,0.3656224,0.03154797,0.7673;
52.8963;0.5551739,1.466326,0.05476696;-0.03913322,0.6983633,-0.02927563,0.714073;-3.706897,1.167662,2.080088;0.5486619,0.6450617,0.2410003;-0.0386798,0.7724124,-0.5480163,0.3186868;0.5746723,0.6322341,-0.09118311;0.5258402,0.3658928,0.03114749,0.7672316;
52.9073;0.5550938,1.466348,0.05488264;-0.03923878,0.6980418,-0.0288132,0.7144004;-3.706411,1.170342,2.062441;0.5484965,0.6448627,0.2408565;-0.04037381,0.7725523,-0.5484669,0.3173592;0.5744504,0.6320886,-0.09145974;0.5259688,0.3662167,0.02983549,0.767041;
52.91708;0.5549166,1.466391,0.05503928;-0.03938784,0.6976925,-0.02852506,0.7147448;-3.707247,1.169472,2.065974;0.5485659,0.6448519,0.2408518;-0.04236575,0.7727307,-0.548925,0.3158697;0.5743512,0.6320317,-0.09159771;0.5261023,0.3661972,0.02882066,0.7669976;
52.92826;0.554688,1.466455,0.05523397;-0.03929168,0.6973266,-0.02823733,0.7151185;-3.705036,1.169035,2.072391;0.549022,0.6450459,0.2407411;-0.04404768,0.7729837,-0.5493143,0.3143404;0.5738624,0.6318903,-0.09147498;0.5266575,0.3660072,0.02769782,0.7667487;
52.94001;0.5545185,1.466447,0.05538294;-0.03896196,0.696884,-0.02817932,0.7155702;-3.704824,1.16797,2.079718;0.5491811,0.6448886,0.2407136;-0.04515165,0.7732996,-0.5496694,0.312782;0.5734411,0.6319843,-0.09134308;0.5270843,0.3656058,0.02707121,0.7666693;
52.95123;0.5543692,1.466447,0.05558202;-0.03857093,0.6964523,-0.02809318,0.7160149;-3.703767,1.166432,2.091861;0.5492934,0.6448931,0.2407349;-0.04651774,0.7735873,-0.5500879,0.3111304;0.5728997,0.6318451,-0.09161665;0.5274678,0.3649895,0.02707645,0.766699;
52.9628;0.5541288,1.466365,0.05583312;-0.03815445,0.6960253,-0.02811235,0.7164515;-3.703037,1.165272,2.10094;0.5497189,0.6450326,0.2407929;-0.04701252,0.7738097,-0.5507595,0.3093095;0.5728731,0.6318151,-0.09167412;0.5275928,0.364676,0.02739097,0.7667509;
52.97292;0.553972,1.466309,0.05599944;-0.03764269,0.6954871,-0.02826961,0.7169948;-3.702716,1.16491,2.103817;0.5499593,0.6450185,0.2408456;-0.04779913,0.7738913,-0.5512624,0.3080868;0.572783,0.6318699,-0.09160273;0.5277975,0.3642258,0.02739792,0.7668239;
52.98401;0.5538706,1.466216,0.05621549;-0.03708222,0.6949537,-0.02841234,0.7175354;-3.703384,1.16678,2.089493;0.550385,0.6451368,0.2410117;-0.04698793,0.7735267,-0.5517102,0.3083252;0.5728332,0.6319056,-0.09161696;0.527627,0.3642205,0.02769645,0.766933;
52.99498;0.5537136,1.466116,0.05640737;-0.0365065,0.6943423,-0.02855929,0.7181508;-3.703101,1.166639,2.090372;0.5507712,0.6451803,0.2412402;-0.04648525,0.7732856,-0.5520976,0.3083127;0.572435,0.6312917,-0.0915042;0.5274135,0.364421,0.02811123,0.7669695;
53.00713;0.553435,1.465999,0.05657776;-0.03575477,0.6935649,-0.02850872,0.7189413;-3.703066,1.166866,2.088301;0.5515113,0.6452238,0.2414612;-0.04525069,0.7725384,-0.5523836,0.3098536;0.5720435,0.6311944,-0.0911656;0.5272616,0.364755,0.02808841,0.7669159;
53.01891;0.553291,1.465863,0.05671221;-0.03507561,0.6925874,-0.02878481,0.7199055;-3.702661,1.165966,2.094795;0.5523199,0.6454503,0.2417321;-0.04392868,0.7715997,-0.552552,0.3120744;0.5721214,0.6311039,-0.0910742;0.5273085,0.3649048,0.02812359,0.7668112;
53.03009;0.553091,1.465685,0.05685794;-0.03435819,0.6917083,-0.02899517,0.7207763;-3.702265,1.165544,2.097885;0.5530564,0.6457659,0.2421594;-0.04299788,0.7706572,-0.552457,0.3146902;0.5715704,0.6305563,-0.09101743;0.5272799,0.3651786,0.0283404,0.7666925;
53.04113;0.5528904,1.46554,0.05699284;-0.0335919,0.6907769,-0.02944217,0.721687;-3.702004,1.165147,2.10042;0.554026,0.6461611,0.2424828;-0.04212447,0.7695585,-0.5522704,0.3178093;0.5716614,0.630401,-0.09084746;0.5273599,0.3652745,0.02855073,0.766584;
53.05094;0.5526516,1.465349,0.05714166;-0.03278619,0.6896899,-0.02988758,0.7227445;-3.701952,1.165136,2.099894;0.5546899,0.6465425,0.2427733;-0.04160831,0.7686366,-0.5518999,0.3207383;0.5711551,0.6303493,-0.09062095;0.5274048,0.3648432,0.029179,0.7667348;
53.06184;0.5524915,1.465163,0.05727488;-0.03207796,0.6884713,-0.03051225,0.7239112;-3.70187,1.165142,2.099022;0.5557288,0.6471231,0.2431251;-0.04175607,0.7675461,-0.5512012,0.3245101;0.5701774,0.6301697,-0.08982009;0.5271088,0.3641737,0.02982065,0.7672317;
53.07384;0.5523285,1.465091,0.05745303;-0.0315697,0.6871014,-0.03095451,0.7252151;-3.702036,1.165709,2.093684;0.5567664,0.647629,0.2435445;-0.04228874,0.7665135,-0.5503094,0.3283723;0.570136,0.6300968,-0.08945718;0.5270169,0.3630474,0.03077811,0.7677907;
53.08453;0.552079,1.465152,0.05763964;-0.03121425,0.6852804,-0.03135131,0.7269344;-3.702262,1.166506,2.086501;0.5577382,0.6482214,0.2438746;-0.04293235,0.7654622,-0.5495265,0.3320317;0.5701339,0.6299064,-0.0890851;0.5270442,0.3607813,0.03249612,0.7687687;
53.09583;0.5517961,1.465247,0.05788417;-0.03116712,0.6833845,-0.03195666,0.7286928;-3.702101,1.165992,2.089447;0.5588905,0.6489837,0.2444169;-0.04509384,0.7641001,-0.5484385,0.3366493;0.5699615,0.6299093,-0.0884916;0.5271091,0.3576891,0.03465082,0.770074;
53.10701;0.5515618,1.465363,0.05813505;-0.03115319,0.6810197,-0.03221761,0.7308924;-3.702036,1.165203,2.094565;0.5598418,0.6497591,0.244942;-0.04670465,0.7628283,-0.547481,0.3408465;0.5694284,0.6300272,-0.08772084;0.5277175,0.3539462,0.0367874,0.7712866;
53.11757;0.5513606,1.465528,0.05844745;-0.03104642,0.6784249,-0.03239245,0.7332984;-3.700943,1.164534,2.101298;0.560918,0.6507545,0.2454861;-0.04902088,0.7612409,-0.5463687,0.3458188;0.5680212,0.6295577,-0.08643025;0.5281675,0.3503754,0.03879554,0.7725096;
53.12923;0.5511411,1.465695,0.05870515;-0.03092371,0.6756618,-0.0321442,0.7358611;-3.70153,1.165623,2.091449;0.5619488,0.6518351,0.2460987;-0.05082576,0.7594653,-0.5452186,0.3512348;0.5677722,0.6294835,-0.08571449;0.5286396,0.3465099,0.04059874,0.7738365;
53.13954;0.55098,1.465866,0.05898167;-0.03059856,0.6724974,-0.03175612,0.7387845;-3.70108,1.16499,2.09727;0.5631766,0.652676,0.2467911;-0.05208262,0.7577075,-0.5442919,0.3562487;0.5667888,0.6290735,-0.08523807;0.5291414,0.3421549,0.04216827,0.7753459;
53.14972;0.5508235,1.465995,0.0592548;-0.03020557,0.6692306,-0.03145369,0.7417741;-3.700258,1.163991,2.107257;0.5639937,0.6537672,0.2475426;-0.05302519,0.7556931,-0.5435659,0.3614588;0.566596,0.6288502,-0.08439897;0.5294083,0.3375974,0.04327163,0.7770987;
53.16178;0.5506675,1.466079,0.05958567;-0.02983993,0.66531,-0.03136034,0.7453111;-3.701805,1.166966,2.079353;0.5647036,0.6547791,0.2481802;-0.05352187,0.7535701,-0.5432509,0.3662597;0.5662825,0.6286817,-0.08342618;0.5293781,0.333083,0.04407474,0.77902;
53.17356;0.5503166,1.466218,0.06009331;-0.0292377,0.6611404,-0.03170264,0.7490217;-3.70153,1.166978,2.079693;0.5651144,0.6558657,0.2491634;-0.0539355,0.7514288,-0.5431336,0.3707447;0.5669241,0.6287864,-0.08263677;0.529339,0.3284108,0.04532081,0.7809562;
53.18962;0.5500454,1.466226,0.06049806;-0.02832921,0.6566541,-0.03222182,0.7529706;-3.700087,1.167337,2.080038;0.5653807,0.6570358,0.2501187;-0.05455103,0.7492993,-0.5432734,0.3747383;0.5669016,0.6286354,-0.08172557;0.5293348,0.3236629,0.04687584,0.7828472;
53.20098;0.5498821,1.466148,0.06092905;-0.02695796,0.6514506,-0.03288857,0.7574984;-3.699602,1.167436,2.080446;0.5656602,0.6580061,0.2510607;-0.05570333,0.7471597,-0.5436568,0.3782685;0.5666437,0.6283048,-0.08063541;0.5296852,0.3176475,0.04962723,0.7849019;
53.21176;0.5494415,1.466033,0.06140358;-0.02536135,0.6459302,-0.03367208,0.7622316;-3.699695,1.16722,2.080889;0.5657672,0.6590934,0.2520905;-0.05673436,0.7449113,-0.5438839,0.3822027;0.5666835,0.6281721,-0.07956457;0.5300781,0.3109854,0.05266324,0.7871036;
53.22102;0.549362,1.465809,0.06185801;-0.02371101,0.6399031,-0.03469624,0.7673057;-3.701294,1.16376,2.109796;0.5653187,0.6604257,0.2532061;-0.05772984,0.7425516,-0.5440144,0.3864362;0.5665337,0.6280041,-0.07842895;0.5304405,0.3038515,0.05547909,0.7894487;
53.23091;0.54882,1.465863,0.06248757;-0.0222041,0.6332035,-0.03537273,0.7728578;-3.701452,1.163842,2.109948;0.5653484,0.661701,0.2545784;-0.05801339,0.7398628,-0.5437121,0.391937;0.5678401,0.6280371,-0.07733285;0.5309427,0.2960135,0.05857717,0.7918615;
53.24015;0.5484218,1.465953,0.0631813;-0.0210492,0.6263805,-0.03583341,0.7784089;-3.701641,1.1638,2.11017;0.5650421,0.6632285,0.2558511;-0.05727749,0.7362537,-0.5430217,0.3997215;0.5679531,0.6278949,-0.07606049;0.5311349,0.2884046,0.06139766,0.7943229;
53.25093;0.5481964,1.46594,0.06373265;-0.02013046,0.618714,-0.03609057,0.7845287;-3.702305,1.163794,2.110072;0.5649067,0.6649952,0.2573295;-0.0557039,0.7324462,-0.5416822,0.4086564;0.5682334,0.6276708,-0.0745627;0.5312726,0.279655,0.06450851,0.797108;
53.26289;0.5477111,1.465912,0.06439091;-0.01955093,0.6107317,-0.03638051,0.7907597;-3.702457,1.163911,2.11005;0.5647013,0.6669271,0.2587096;-0.0521087,0.7269368,-0.539512,0.4216331;0.5685412,0.6274087,-0.07302779;0.5311171,0.2701392,0.06749379,0.80024;
53.27395;0.5473669,1.465703,0.06504488;-0.0190614,0.6026284,-0.03687597,0.7969416;-3.702653,1.164043,2.109967;0.5642178,0.668709,0.2603767;-0.04741752,0.7211969,-0.5362863,0.4359169;0.5689982,0.6270845,-0.07135218;0.5310395,0.2595301,0.07079339,0.8035108;
53.28475;0.5468016,1.465456,0.06588982;-0.01874409,0.5938987,-0.03777879,0.8034338;-3.70353,1.163925,2.109902;0.5634847,0.6707745,0.2621413;-0.04314622,0.7149625,-0.533439,0.4498999;0.57041,0.6268212,-0.06991866;0.5310184,0.2489239,0.07428408,0.8065595;
53.29678;0.5463781,1.465155,0.06672843;-0.01843807,0.5850872,-0.03858367,0.8098422;-3.703632,1.164124,2.109887;0.5627586,0.6728402,0.2639478;-0.03882184,0.7081617,-0.5305845,0.4641983;0.5710316,0.6261103,-0.06810555;0.5309293,0.2362256,0.07911971,0.8099701;
53.30699;0.5460649,1.464782,0.06753163;-0.01810423,0.5758564,-0.03931645,0.8164042;-3.704249,1.16405,2.109802;0.5617895,0.6749145,0.265837;-0.03465003,0.701546,-0.5273453,0.4780583;0.5725359,0.6258283,-0.06652814;0.5305732,0.2243053,0.08390412,0.8131048;
53.31858;0.5455663,1.464516,0.06850352;-0.01756033,0.5659149,-0.03973734,0.8233183;-3.704383,1.164134,2.109692;0.5604659,0.6767843,0.2675258;-0.02969857,0.6941801,-0.5230343,0.4936267;0.5736057,0.6251084,-0.06457913;0.5296509,0.2118527,0.08958706,0.8164329;
53.33043;0.545086,1.464247,0.06945392;-0.0164789,0.5556502,-0.03981854,0.8302986;-3.704709,1.16408,2.109556;0.5587661,0.6787838,0.2691224;-0.02497333,0.6869952,-0.5181583,0.5088477;0.5756993,0.6247302,-0.06264302;0.5285004,0.2004276,0.095884,0.8193426;
53.34222;0.5444102,1.463929,0.07052904;-0.01460549,0.5448666,-0.03986689,0.8374472;-3.705859,1.163675,2.109157;0.5569218,0.6806893,0.2707348;-0.02048328,0.6797236,-0.5130466,0.5237742;0.5789915,0.624756,-0.06099394;0.5273236,0.1892896,0.102568,0.8219362;
53.35326;0.5437596,1.463486,0.07159456;-0.01241032,0.5339866,-0.04040683,0.8444356;-3.706578,1.163375,2.108873;0.5544137,0.6835107,0.2716409;-0.01533165,0.6727614,-0.5069227,0.5386897;0.5810224,0.6245371,-0.05895552;0.5261603,0.1792497,0.1097093,0.8240078;
53.36515;0.5428536,1.462896,0.07269406;-0.009609388,0.5227048,-0.04112227,0.8514671;-3.706523,1.163379,2.108708;0.5517228,0.6850898,0.2735268;-0.01053609,0.6655833,-0.5006685,0.5533705;0.5842062,0.6247661,-0.05709344;0.5251872,0.1690515,0.1165349,0.8258448;
53.37718;0.5418615,1.462246,0.07385518;-0.007063976,0.5115139,-0.04164867,0.858236;-3.707058,1.163141,2.108319;0.547344,0.6865153,0.275501;-0.006255622,0.658521,-0.4948794,0.5669262;0.5867008,0.6249627,-0.05495042;0.5245789,0.1600315,0.1239514,0.826948;
53.38823;0.5409173,1.461373,0.07498897;-0.004197075,0.4998426,-0.04182299,0.8650957;-3.708145,1.162676,2.106869;0.5437081,0.6878656,0.2769204;-0.002079803,0.6512933,-0.489684,0.5796743;0.591469,0.6258235,-0.0532895;0.5239545,0.1511275,0.1311967,0.8279007;
53.39922;0.5399051,1.460512,0.07613011;-0.001315723,0.4880578,-0.04134947,0.8718303;-3.708383,1.162455,2.108228;0.5393829,0.6888258,0.2784797;0.002724792,0.644231,-0.4845592,0.5917444;0.5953171,0.6261377,-0.0509311;0.5228227,0.1431574,0.1383523,0.8288674;
53.40995;0.5388007,1.4596,0.0773649;0.001886462,0.4752985,-0.03996509,0.8789144;-3.70965,1.161857,2.107913;0.5342824,0.689486,0.2798025;0.007347582,0.6370815,-0.4803112,0.6028053;0.598279,0.6263597,-0.04826233;0.5212853,0.1353037,0.1457478,0.8298869;
53.42213;0.5376858,1.458678,0.07860284;0.004817334,0.4617935,-0.03789523,0.8861645;-3.7108,1.16116,2.107469;0.5286723,0.6897885,0.2809562;0.01160669,0.6298389,-0.4784601,0.611755;0.6019413,0.626782,-0.04576263;0.5194902,0.126915,0.1529153,0.8310472;
53.43298;0.5365723,1.457734,0.07995938;0.007687683,0.4476565,-0.03560841,0.8934633;-3.7112,1.160668,2.107456;0.5227424,0.6896389,0.2820793;0.01580578,0.6223258,-0.4780989,0.6195824;0.604954,0.6267512,-0.04267001;0.5171918,0.1186888,0.1608429,0.832199;
53.44389;0.5354217,1.456776,0.08134514;0.01070022,0.4323109,-0.03304103,0.9010556;-3.711187,1.160317,2.10734;0.5167943,0.6894726,0.2832735;0.02012365,0.6143878,-0.477991,0.6274132;0.6098378,0.6271415,-0.03971961;0.5139696,0.109586,0.1687723,0.8338718;
53.45383;0.5340883,1.45584,0.08283652;0.01362934,0.416438,-0.0310861,0.9085303;-3.711376,1.159929,2.106987;0.5102557,0.6890355,0.2841124;0.02423269,0.60491,-0.4808013,0.6342924;0.6135167,0.6272966,-0.03618416;0.5093778,0.09963252,0.1771226,0.8362029;
53.46501;0.5325518,1.454921,0.08448809;0.01615115,0.3993332,-0.02959324,0.9161858;-3.712366,1.159261,2.105987;0.503206,0.6882935,0.2850066;0.02887301,0.5934364,-0.4846882,0.6419322;0.6161107,0.627202,-0.03240457;0.5033701,0.08874492,0.1862826,0.8390719;
53.47829;0.5311545,1.454036,0.08603361;0.01826814,0.3821045,-0.0290237,0.9234826;-3.713977,1.158373,2.104089;0.4954311,0.6877072,0.2862171;0.0350418,0.5796589,-0.4883006,0.6514063;0.6196269,0.6274511,-0.02916411;0.4972811,0.07808028,0.1951059,0.8417533;
53.49081;0.5294163,1.453117,0.08782585;0.01964019,0.3644428,-0.02958913,0.9305483;-3.714206,1.157749,2.102861;0.4874454,0.6869496,0.2873246;0.04263146,0.5636609,-0.4920998,0.6620474;0.6219774,0.6276993,-0.02514625;0.4887412,0.06723084,0.2038437,0.8456121;
53.5027;0.5276666,1.452256,0.08947614;0.0209887,0.3471777,-0.03136614,0.9370396;-3.714872,1.156993,2.101329;0.4793407,0.6863733,0.2883732;0.05098791,0.5472332,-0.495391,0.672699;0.6250067,0.6284392,-0.021382;0.480008,0.05504807,0.2127278,0.8492991;
53.51509;0.5256614,1.451375,0.0912089;0.02244589,0.3301612,-0.03435618,0.9430321;-3.71523,1.156209,2.099395;0.4703972,0.685342,0.2894334;0.06239358,0.5281481,-0.4982632,0.6847631;0.6271261,0.6288031,-0.01746377;0.4718764,0.04195282,0.221532,0.8523476;
53.52982;0.521414,1.44985,0.09449966;0.0268681,0.2970187,-0.04124854,0.9536019;-3.697871,1.15732,2.075098;0.4519304,0.6837535,0.2905886;0.08973075,0.4882766,-0.4998756,0.7096892;0.6313555,0.6296474,-0.01071593;0.4572191,0.01444101,0.2396402,0.856338;
53.54176;0.5190586,1.449111,0.09604251;0.03003251,0.2815491,-0.04407004,0.9580637;-3.697282,1.156417,2.073846;0.4420886,0.6829554,0.2907203;0.106404,0.4671335,-0.496602,0.7237754;0.6328789,0.6297926,-0.007697731;0.4516046,-7.908396E-05,0.2490466,0.856755;
53.55476;0.5169481,1.448605,0.09750526;0.03391862,0.2663727,-0.04637834,0.962156;-3.69624,1.155501,2.072333;0.4326434,0.6824381,0.2904933;0.1233693,0.4453812,-0.4900562,0.7390944;0.6353031,0.6301773,-0.005136341;0.4477178,-0.01384128,0.2584651,0.8558931;
53.56664;0.5147017,1.44839,0.0988408;0.0382794,0.2519118,-0.04761414,0.9658199;-3.694995,1.154759,2.071114;0.4227812,0.6819371,0.2899321;0.1387097,0.4225811,-0.480737,0.7556962;0.6419978,0.6315441,-0.004324138;0.4460457,-0.02745354,0.2679083,0.8535308;
53.57964;0.5121458,1.448144,0.1002808;0.04172837,0.2376729,-0.04753767,0.9692836;-3.694,1.153852,2.069337;0.4127139,0.6817225,0.2893217;0.1526575,0.3986788,-0.4687635,0.7733122;0.6438333,0.6315284,-0.001978487;0.4450189,-0.03850549,0.2770435,0.8507189;
53.59277;0.5098786,1.447722,0.1015692;0.04525849,0.2244131,-0.04670687,0.9723215;-3.708596,1.151408,2.082056;0.4024739,0.6819077,0.2881769;0.1651652,0.3752752,-0.4585489,0.78843;0.6468374,0.631599,-0.0002157092;0.4472583,-0.04720622,0.2859612,0.8461429;
53.60871;0.5048295,1.44691,0.1040233;0.05206396,0.1989922,-0.04558125,0.977555;-3.710822,1.150355,2.082667;0.3822433,0.6818224,0.2843862;0.1843408,0.3359061,-0.4421652,0.810972;0.6508596,0.6306967,0.003763378;0.4540962,-0.05899267,0.3010086,0.8364869;
53.62215;0.5020643,1.446514,0.1051321;0.05503301,0.1871987,-0.04551925,0.9797224;-3.681627,1.152662,2.058753;0.3725244,0.6817092,0.2817111;0.1941578,0.3228242,-0.4369482,0.8168008;0.6533288,0.6303148,0.005463094;0.457015,-0.06295749,0.3065692,0.8325798;
53.63505;0.4992296,1.446043,0.1062832;0.05832215,0.1754734,-0.0458477,0.9816851;-3.668445,1.153462,2.050492;0.3624929,0.6806568,0.2784112;0.2030353,0.3140439,-0.4339226,0.8196732;0.6549596,0.629982,0.007717252;0.4597539,-0.06682324,0.3119206,0.8287742;
53.64814;0.4963678,1.445624,0.107209;0.06244136,0.1645085,-0.04651609,0.9832977;-3.663769,1.153085,2.04796;0.3526595,0.6795743,0.2741822;0.2107913,0.3077632,-0.4335575,0.8202907;0.6553382,0.6293,0.01020214;0.4619029,-0.06904548,0.3158223,0.8259144;
53.66392;0.4900798,1.444452,0.1084887;0.07129196,0.1426706,-0.0464051,0.9861081;-3.702944,1.148356,2.072524;0.3328831,0.6776057,0.2655052;0.2224855,0.2932948,-0.4392654,0.8194659;0.6556176,0.6291332,0.01578081;0.4620928,-0.0742819,0.3213996,0.8231979;
53.67684;0.4870527,1.443706,0.1088965;0.07540552,0.1319729,-0.04556074,0.9873304;-3.708559,1.146794,2.073832;0.3230258,0.6765182,0.2608972;0.2270113,0.2848446,-0.4455543,0.8178085;0.6546047,0.6289147,0.01891699;0.4611032,-0.07828611,0.3238407,0.8224247;
53.69087;0.4838292,1.443027,0.1093577;0.0785762,0.1210767,-0.04474011,0.9885164;-3.706882,1.146205,2.07175;0.3132569,0.6757078,0.2566372;0.2325418,0.2743154,-0.4509351,0.8169045;0.6540586,0.6292434,0.02204636;0.4583886,-0.08311101,0.3251605,0.8229479;
53.70303;0.4804156,1.44259,0.1097227;0.08107888,0.110598,-0.04379526,0.9895839;-3.705287,1.145715,2.070757;0.303744,0.6744105,0.2524738;0.2402757,0.261507,-0.453857,0.8172488;0.651893,0.6292263,0.02555877;0.4550171,-0.08908416,0.3265555,0.8236412;
53.7205;0.4738686,1.442138,0.1103142;0.08436411,0.08975484,-0.04226681,0.9914839;-3.702469,1.145638,2.070554;0.2841549,0.6725276,0.2440619;0.2592015,0.2315012,-0.4535743,0.8206657;0.649076,0.629491,0.03189686;0.4470671,-0.1038043,0.3325152,0.8238867;
53.73328;0.4706632,1.441975,0.1104449;0.08474091,0.0797415,-0.04152412,0.9923387;-3.699811,1.146019,2.070791;0.2746476,0.6716818,0.2397664;0.2710079,0.2137605,-0.4496478,0.8238192;0.64551,0.629409,0.03558627;0.4420586,-0.1129727,0.336017,0.8239623;
53.75523;0.4641149,1.441765,0.1107443;0.08471588,0.06026164,-0.04095447,0.9937376;-3.696263,1.144316,2.066444;0.255795,0.6699785,0.231017;0.2959376,0.1761753,-0.4391303,0.8297878;0.6399131,0.6292754,0.04203883;0.431949,-0.1337076,0.3439336,0.8229532;
